id,job_title,nice_areas,nice_subcategories,ksa,tasks
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of measures or indicators of system performance and availability.,Patch network vulnerabilities to ensure information is safeguarded against outside parties.
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Ability to monitor measures or indicators of system performance and availability.,"Provide feedback on network requirements, including network architecture and infrastructure."
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Ability to monitor traffic flows across the network.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of remote access technology concepts.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of server administration and systems engineering theories, concepts, and methods.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of key telecommunications concepts (e.g., Routing Algorithms, Fiber Optics Systems Link Budgeting, Add/Drop Multiplexers).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Virtual Private Network (VPN) security.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in analyzing network traffic capacity and performance characteristics.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in implementing and testing network infrastructure contingency and recovery plans.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in establishing a routing schema.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Skill in implementing, maintaining, and improving established network security practices.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Skill in installing, configuring, and troubleshooting LAN and WAN components such as routers, hubs, and switches.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Skill in using network management tools to analyze network traffic patterns (e.g., simple network management protocol).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in sub-netting.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of basic concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of common network tools (e.g., ping, traceroute, nslookup).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Ability to operate common network tools (e.g., ping, traceroute, nslookup).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Ability to execute OS command line (e.g., ipconfig, netstat, dir, nbtstat).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Skill in configuring and utilizing computer protection components (e.g., hardware firewalls, servers, routers, as appropriate).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in securing network communications.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Skill in protecting a network against malware.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of web filtering technologies.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of the capabilities of different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Ability to operate different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of the range of existing networks (e.g., PBX, LANs, WANs, WIFI, SCADA).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Wi-Fi.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Skill in configuring and utilizing network protection components (e.g., Firewalls, VPNs, network intrusion detection systems).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Voice over IP (VoIP).,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of the common attack vectors on the network layer.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Personally Identifiable Information (PII) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Payment Card Industry (PCI) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of Personal Health Information (PHI) data security standards.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of Defense-in-Depth).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification [RFID], Infrared Networking [IR], Wireless Fidelity [Wi-Fi]. paging, cellular, satellite dishes), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. ",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of symmetric key rotation techniques and concepts.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,Knowledge of an organization's information classification program and procedures for information compromise.,
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).",
e1,Cybersecurity Specialist / Technician,Operate and Maintain,Network Services,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
